epoch,lr,step,test_neg_dy_l1_loss,test_total_l1_loss,test_y_l1_loss,train_neg_dy_mse_loss,train_total_mse_loss,train_y_mse_loss,val_neg_dy_l1_loss,val_neg_dy_mse_loss,val_total_l1_loss,val_total_mse_loss,val_y_l1_loss,val_y_mse_loss
30.0,0.0002092500071739778,836,14.426483154296875,14.426483154296875,0.0,349.8347473144531,349.8347473144531,0.0,14.415136337280273,355.30426025390625,14.415136337280273,355.30426025390625,0.0,0.0
31.0,0.00021600000036414713,863,,,,348.9657287597656,348.9657287597656,0.0,14.406143188476562,354.6300354003906,14.406143188476562,354.6300354003906,0.0,0.0
32.0,0.00022274999355431646,890,14.454565048217773,14.454565048217773,0.0,348.37109375,348.37109375,0.0,14.443400382995605,356.22900390625,14.443400382995605,356.22900390625,0.0,0.0
33.0,0.00022950000129640102,917,,,,347.8313903808594,347.8313903808594,0.0,14.38923454284668,354.103271484375,14.38923454284668,354.103271484375,0.0,0.0
34.0,0.00023624999448657036,944,14.335517883300781,14.335517883300781,0.0,346.49371337890625,346.49371337890625,0.0,14.322792053222656,350.50054931640625,14.322792053222656,350.50054931640625,0.0,0.0
35.0,0.00024300000222865492,971,,,,344.7681579589844,344.7681579589844,0.0,14.337697982788086,351.1668701171875,14.337697982788086,351.1668701171875,0.0,0.0
36.0,0.0002497500099707395,998,14.344396591186523,14.344396591186523,0.0,344.1806335449219,344.1806335449219,0.0,14.323098182678223,350.48028564453125,14.323098182678223,350.48028564453125,0.0,0.0
37.0,0.0002565000031609088,1025,,,,343.62908935546875,343.62908935546875,0.0,14.280476570129395,347.95245361328125,14.280476570129395,347.95245361328125,0.0,0.0
38.0,0.00026324999635107815,1052,14.398540496826172,14.398540496826172,0.0,341.356201171875,341.356201171875,0.0,14.375774383544922,352.6866455078125,14.375774383544922,352.6866455078125,0.0,0.0
39.0,0.0002699999895412475,1079,,,,341.7571716308594,341.7571716308594,0.0,14.244281768798828,346.14617919921875,14.244281768798828,346.14617919921875,0.0,0.0
40.0,0.0002767500118352473,1106,14.26506233215332,14.26506233215332,0.0,338.639404296875,338.639404296875,0.0,14.254222869873047,346.38519287109375,14.254222869873047,346.38519287109375,0.0,0.0
41.0,0.0002835000050254166,1133,,,,337.74224853515625,337.74224853515625,0.0,14.215131759643555,344.48565673828125,14.215131759643555,344.48565673828125,0.0,0.0
42.0,0.00029024999821558595,1160,14.223365783691406,14.223365783691406,0.0,336.53106689453125,336.53106689453125,0.0,14.188941955566406,342.8475646972656,14.188941955566406,342.8475646972656,0.0,0.0
43.0,0.0002969999914057553,1187,,,,337.76885986328125,337.76885986328125,0.0,14.21662712097168,343.79681396484375,14.21662712097168,343.79681396484375,0.0,0.0
44.0,0.00030375001369975507,1214,14.20472240447998,14.20472240447998,0.0,334.3719177246094,334.3719177246094,0.0,14.15755558013916,340.98876953125,14.15755558013916,340.98876953125,0.0,0.0
45.0,0.0003105000068899244,1241,,,,333.8771057128906,333.8771057128906,0.0,14.17335033416748,341.79754638671875,14.17335033416748,341.79754638671875,0.0,0.0
46.0,0.00031725000008009374,1268,14.200871467590332,14.200871467590332,0.0,332.9203186035156,332.9203186035156,0.0,14.148374557495117,339.7831726074219,14.148374557495117,339.7831726074219,0.0,0.0
47.0,0.0003239999932702631,1295,,,,330.42401123046875,330.42401123046875,0.0,14.075826644897461,336.1873779296875,14.075826644897461,336.1873779296875,0.0,0.0
48.0,0.0003307499864604324,1322,14.120375633239746,14.120375633239746,0.0,327.1524658203125,327.1524658203125,0.0,14.055570602416992,335.21728515625,14.055570602416992,335.21728515625,0.0,0.0
49.0,0.0003375000087544322,1349,,,,326.503173828125,326.503173828125,0.0,14.026288986206055,333.26800537109375,14.026288986206055,333.26800537109375,0.0,0.0
50.0,0.00034425000194460154,1376,14.092816352844238,14.092816352844238,0.0,323.2950439453125,323.2950439453125,0.0,13.99992561340332,332.24267578125,13.99992561340332,332.24267578125,0.0,0.0
51.0,0.00035099999513477087,1403,,,,323.0660400390625,323.0660400390625,0.0,13.979681015014648,330.3799133300781,13.979681015014648,330.3799133300781,0.0,0.0
52.0,0.0003577499883249402,1430,14.032540321350098,14.032540321350098,0.0,321.193359375,321.193359375,0.0,13.94232177734375,328.897216796875,13.94232177734375,328.897216796875,0.0,0.0
53.0,0.00036450001061894,1457,,,,317.47442626953125,317.47442626953125,0.0,13.900763511657715,326.11846923828125,13.900763511657715,326.11846923828125,0.0,0.0
54.0,0.00037125000380910933,1484,14.041289329528809,14.041289329528809,0.0,315.54302978515625,315.54302978515625,0.0,13.919548034667969,326.983154296875,13.919548034667969,326.983154296875,0.0,0.0
55.0,0.00037799999699927866,1511,,,,312.6143798828125,312.6143798828125,0.0,13.924930572509766,326.9982604980469,13.924930572509766,326.9982604980469,0.0,0.0
56.0,0.000384749990189448,1538,14.044061660766602,14.044061660766602,0.0,312.5249328613281,312.5249328613281,0.0,13.89764404296875,326.0000305175781,13.89764404296875,326.0000305175781,0.0,0.0
57.0,0.0003915000124834478,1565,,,,308.41851806640625,308.41851806640625,0.0,13.800405502319336,320.481689453125,13.800405502319336,320.481689453125,0.0,0.0
58.0,0.0003982500056736171,1592,13.886162757873535,13.886162757873535,0.0,305.7985534667969,305.7985534667969,0.0,13.75208854675293,317.84283447265625,13.75208854675293,317.84283447265625,0.0,0.0
59.0,0.00040499999886378646,1619,,,,302.1942443847656,302.1942443847656,0.0,13.661949157714844,313.45184326171875,13.661949157714844,313.45184326171875,0.0,0.0
60.0,0.0004117499920539558,1646,13.826372146606445,13.826372146606445,0.0,300.4128112792969,300.4128112792969,0.0,13.67112922668457,313.38714599609375,13.67112922668457,313.38714599609375,0.0,0.0
61.0,0.0004185000143479556,1673,,,,299.2550354003906,299.2550354003906,0.0,13.652405738830566,313.2470703125,13.652405738830566,313.2470703125,0.0,0.0
62.0,0.0004252500075381249,1700,13.867286682128906,13.867286682128906,0.0,296.3060607910156,296.3060607910156,0.0,13.740036010742188,316.7901916503906,13.740036010742188,316.7901916503906,0.0,0.0
63.0,0.00043200000072829425,1727,,,,293.022216796875,293.022216796875,0.0,13.555238723754883,308.2538146972656,13.555238723754883,308.2538146972656,0.0,0.0
64.0,0.0004387499939184636,1754,13.659466743469238,13.659466743469238,0.0,288.9513244628906,288.9513244628906,0.0,13.507865905761719,305.2944641113281,13.507865905761719,305.2944641113281,0.0,0.0
65.0,0.0004454999871086329,1781,,,,286.9004821777344,286.9004821777344,0.0,13.473360061645508,304.265869140625,13.473360061645508,304.265869140625,0.0,0.0
66.0,0.0004522500094026327,1808,13.57315444946289,13.57315444946289,0.0,283.85333251953125,283.85333251953125,0.0,13.371210098266602,298.97161865234375,13.371210098266602,298.97161865234375,0.0,0.0
67.0,0.00045900000259280205,1835,,,,279.5112609863281,279.5112609863281,0.0,13.313931465148926,296.380859375,13.313931465148926,296.380859375,0.0,0.0
68.0,0.0004657499957829714,1862,13.462733268737793,13.462733268737793,0.0,276.5976257324219,276.5976257324219,0.0,13.28126049041748,294.2620849609375,13.28126049041748,294.2620849609375,0.0,0.0
69.0,0.0004724999889731407,1889,,,,274.3050842285156,274.3050842285156,0.0,13.217277526855469,290.5701599121094,13.217277526855469,290.5701599121094,0.0,0.0
70.0,0.0004792500112671405,1916,13.332207679748535,13.332207679748535,0.0,269.58087158203125,269.58087158203125,0.0,13.164259910583496,288.1898193359375,13.164259910583496,288.1898193359375,0.0,0.0
71.0,0.00048600000445730984,1943,,,,268.4756774902344,268.4756774902344,0.0,13.238792419433594,292.58111572265625,13.238792419433594,292.58111572265625,0.0,0.0
72.0,0.0004927500267513096,1970,13.313745498657227,13.313745498657227,0.0,266.4523620605469,266.4523620605469,0.0,13.143521308898926,287.4993896484375,13.143521308898926,287.4993896484375,0.0,0.0
73.0,0.000499500019941479,1997,,,,260.507080078125,260.507080078125,0.0,13.043924331665039,283.1219482421875,13.043924331665039,283.1219482421875,0.0,0.0
74.0,0.0005000000237487257,2024,13.138616561889648,13.138616561889648,0.0,257.61749267578125,257.61749267578125,0.0,12.986502647399902,279.56500244140625,12.986502647399902,279.56500244140625,0.0,0.0
75.0,0.0005000000237487257,2051,,,,253.6005859375,253.6005859375,0.0,12.951391220092773,278.3614501953125,12.951391220092773,278.3614501953125,0.0,0.0
76.0,0.0005000000237487257,2078,13.077165603637695,13.077165603637695,0.0,251.1186065673828,251.1186065673828,0.0,12.872568130493164,274.40692138671875,12.872568130493164,274.40692138671875,0.0,0.0
77.0,0.0005000000237487257,2105,,,,249.23898315429688,249.23898315429688,0.0,12.831902503967285,273.61181640625,12.831902503967285,273.61181640625,0.0,0.0
78.0,0.0005000000237487257,2132,13.005773544311523,13.005773544311523,0.0,244.7699737548828,244.7699737548828,0.0,12.80941390991211,271.5968017578125,12.80941390991211,271.5968017578125,0.0,0.0
79.0,0.0005000000237487257,2159,,,,242.96475219726562,242.96475219726562,0.0,12.643451690673828,264.0177001953125,12.643451690673828,264.0177001953125,0.0,0.0
80.0,0.0005000000237487257,2186,12.797693252563477,12.797693252563477,0.0,238.03585815429688,238.03585815429688,0.0,12.632963180541992,263.77545166015625,12.632963180541992,263.77545166015625,0.0,0.0
81.0,0.0005000000237487257,2213,,,,237.0396270751953,237.0396270751953,0.0,12.627551078796387,264.1881408691406,12.627551078796387,264.1881408691406,0.0,0.0
82.0,0.0005000000237487257,2240,12.642522811889648,12.642522811889648,0.0,233.9266815185547,233.9266815185547,0.0,12.483957290649414,257.86175537109375,12.483957290649414,257.86175537109375,0.0,0.0
83.0,0.0005000000237487257,2267,,,,230.2076416015625,230.2076416015625,0.0,12.435117721557617,255.40985107421875,12.435117721557617,255.40985107421875,0.0,0.0
84.0,0.0005000000237487257,2294,12.645770072937012,12.645770072937012,0.0,229.2401580810547,229.2401580810547,0.0,12.3925142288208,253.73062133789062,12.3925142288208,253.73062133789062,0.0,0.0
85.0,0.0005000000237487257,2321,,,,226.0133819580078,226.0133819580078,0.0,12.358598709106445,251.59951782226562,12.358598709106445,251.59951782226562,0.0,0.0
86.0,0.0005000000237487257,2348,12.493875503540039,12.493875503540039,0.0,223.52432250976562,223.52432250976562,0.0,12.295623779296875,249.5406036376953,12.295623779296875,249.5406036376953,0.0,0.0
87.0,0.0005000000237487257,2375,,,,220.5407257080078,220.5407257080078,0.0,12.254910469055176,247.96441650390625,12.254910469055176,247.96441650390625,0.0,0.0
88.0,0.0005000000237487257,2402,12.358159065246582,12.358159065246582,0.0,218.6334228515625,218.6334228515625,0.0,12.203031539916992,245.13845825195312,12.203031539916992,245.13845825195312,0.0,0.0
89.0,0.0005000000237487257,2429,,,,217.67344665527344,217.67344665527344,0.0,12.132437705993652,242.5071258544922,12.132437705993652,242.5071258544922,0.0,0.0
90.0,0.0005000000237487257,2456,12.28134536743164,12.28134536743164,0.0,213.9571075439453,213.9571075439453,0.0,12.089258193969727,241.06712341308594,12.089258193969727,241.06712341308594,0.0,0.0
91.0,0.0005000000237487257,2483,,,,211.62637329101562,211.62637329101562,0.0,12.066652297973633,239.01461791992188,12.066652297973633,239.01461791992188,0.0,0.0
92.0,0.0005000000237487257,2510,12.18244743347168,12.18244743347168,0.0,208.47508239746094,208.47508239746094,0.0,12.009186744689941,237.34487915039062,12.009186744689941,237.34487915039062,0.0,0.0
93.0,0.0005000000237487257,2537,,,,206.7432403564453,206.7432403564453,0.0,11.956295013427734,235.1376190185547,11.956295013427734,235.1376190185547,0.0,0.0
94.0,0.0005000000237487257,2564,12.101741790771484,12.101741790771484,0.0,205.5535430908203,205.5535430908203,0.0,11.931278228759766,233.5617218017578,11.931278228759766,233.5617218017578,0.0,0.0
95.0,0.0005000000237487257,2591,,,,204.18222045898438,204.18222045898438,0.0,11.918903350830078,233.20538330078125,11.918903350830078,233.20538330078125,0.0,0.0
96.0,0.0005000000237487257,2618,12.11744499206543,12.11744499206543,0.0,203.04571533203125,203.04571533203125,0.0,11.940895080566406,234.19778442382812,11.940895080566406,234.19778442382812,0.0,0.0
97.0,0.0005000000237487257,2645,,,,203.42483520507812,203.42483520507812,0.0,11.855589866638184,231.07083129882812,11.855589866638184,231.07083129882812,0.0,0.0
98.0,0.0005000000237487257,2672,11.98420238494873,11.98420238494873,0.0,198.80239868164062,198.80239868164062,0.0,11.818700790405273,228.940673828125,11.818700790405273,228.940673828125,0.0,0.0
99.0,0.0005000000237487257,2699,,,,196.01744079589844,196.01744079589844,0.0,11.693281173706055,223.75128173828125,11.693281173706055,223.75128173828125,0.0,0.0
100.0,0.0005000000237487257,2726,11.836835861206055,11.836835861206055,0.0,194.891357421875,194.891357421875,0.0,11.675662994384766,223.49652099609375,11.675662994384766,223.49652099609375,0.0,0.0
101.0,0.0005000000237487257,2753,,,,193.6682586669922,193.6682586669922,0.0,11.624478340148926,221.38262939453125,11.624478340148926,221.38262939453125,0.0,0.0
102.0,0.0005000000237487257,2780,11.749449729919434,11.749449729919434,0.0,191.41590881347656,191.41590881347656,0.0,11.557306289672852,219.33468627929688,11.557306289672852,219.33468627929688,0.0,0.0
103.0,0.0005000000237487257,2807,,,,189.83799743652344,189.83799743652344,0.0,11.497509002685547,216.591064453125,11.497509002685547,216.591064453125,0.0,0.0
104.0,0.0005000000237487257,2834,11.768628120422363,11.768628120422363,0.0,189.2076416015625,189.2076416015625,0.0,11.552809715270996,218.94293212890625,11.552809715270996,218.94293212890625,0.0,0.0
105.0,0.0005000000237487257,2861,,,,188.4589080810547,188.4589080810547,0.0,11.490180969238281,215.85525512695312,11.490180969238281,215.85525512695312,0.0,0.0
106.0,0.0005000000237487257,2888,11.598042488098145,11.598042488098145,0.0,186.26760864257812,186.26760864257812,0.0,11.41743278503418,213.09519958496094,11.41743278503418,213.09519958496094,0.0,0.0
107.0,0.0005000000237487257,2915,,,,185.13426208496094,185.13426208496094,0.0,11.420191764831543,213.26388549804688,11.420191764831543,213.26388549804688,0.0,0.0
108.0,0.0005000000237487257,2942,11.589380264282227,11.589380264282227,0.0,184.63055419921875,184.63055419921875,0.0,11.408906936645508,212.5216064453125,11.408906936645508,212.5216064453125,0.0,0.0
109.0,0.0005000000237487257,2969,,,,185.02760314941406,185.02760314941406,0.0,11.519079208374023,216.60000610351562,11.519079208374023,216.60000610351562,0.0,0.0
110.0,0.0005000000237487257,2996,11.51679801940918,11.51679801940918,0.0,183.98463439941406,183.98463439941406,0.0,11.339271545410156,210.56239318847656,11.339271545410156,210.56239318847656,0.0,0.0
111.0,0.0005000000237487257,3023,,,,180.9344940185547,180.9344940185547,0.0,11.327207565307617,209.9555206298828,11.327207565307617,209.9555206298828,0.0,0.0
112.0,0.0005000000237487257,3050,11.378087997436523,11.378087997436523,0.0,178.2877197265625,178.2877197265625,0.0,11.199591636657715,204.96250915527344,11.199591636657715,204.96250915527344,0.0,0.0
113.0,0.0005000000237487257,3077,,,,176.83258056640625,176.83258056640625,0.0,11.30583381652832,209.18771362304688,11.30583381652832,209.18771362304688,0.0,0.0
114.0,0.0005000000237487257,3104,11.411933898925781,11.411933898925781,0.0,178.0989990234375,178.0989990234375,0.0,11.218353271484375,205.51303100585938,11.218353271484375,205.51303100585938,0.0,0.0
115.0,0.0005000000237487257,3131,,,,176.18836975097656,176.18836975097656,0.0,11.156728744506836,203.08018493652344,11.156728744506836,203.08018493652344,0.0,0.0
116.0,0.0005000000237487257,3158,11.366662979125977,11.366662979125977,0.0,176.50054931640625,176.50054931640625,0.0,11.152828216552734,202.81265258789062,11.152828216552734,202.81265258789062,0.0,0.0
117.0,0.0005000000237487257,3185,,,,174.5917205810547,174.5917205810547,0.0,11.12386703491211,202.07748413085938,11.12386703491211,202.07748413085938,0.0,0.0
118.0,0.0005000000237487257,3212,11.255874633789062,11.255874633789062,0.0,171.9911346435547,171.9911346435547,0.0,11.060884475708008,199.84518432617188,11.060884475708008,199.84518432617188,0.0,0.0
119.0,0.0005000000237487257,3239,,,,171.47964477539062,171.47964477539062,0.0,11.052087783813477,199.20260620117188,11.052087783813477,199.20260620117188,0.0,0.0
120.0,0.0005000000237487257,3266,11.258840560913086,11.258840560913086,0.0,171.86134338378906,171.86134338378906,0.0,11.016109466552734,197.9990234375,11.016109466552734,197.9990234375,0.0,0.0
121.0,0.0005000000237487257,3293,,,,169.7473602294922,169.7473602294922,0.0,11.027806282043457,198.26373291015625,11.027806282043457,198.26373291015625,0.0,0.0
122.0,0.0005000000237487257,3320,11.261488914489746,11.261488914489746,0.0,172.8856658935547,172.8856658935547,0.0,11.081106185913086,199.57708740234375,11.081106185913086,199.57708740234375,0.0,0.0
123.0,0.0005000000237487257,3347,,,,170.21946716308594,170.21946716308594,0.0,10.95004940032959,196.062744140625,10.95004940032959,196.062744140625,0.0,0.0
124.0,0.0005000000237487257,3374,11.109312057495117,11.109312057495117,0.0,166.98419189453125,166.98419189453125,0.0,10.903608322143555,194.12396240234375,10.903608322143555,194.12396240234375,0.0,0.0
125.0,0.0005000000237487257,3401,,,,165.92408752441406,165.92408752441406,0.0,10.927776336669922,194.729736328125,10.927776336669922,194.729736328125,0.0,0.0
126.0,0.0005000000237487257,3428,11.054298400878906,11.054298400878906,0.0,164.59922790527344,164.59922790527344,0.0,10.88399600982666,192.91793823242188,10.88399600982666,192.91793823242188,0.0,0.0
127.0,0.0005000000237487257,3455,,,,164.84103393554688,164.84103393554688,0.0,10.877272605895996,192.8612060546875,10.877272605895996,192.8612060546875,0.0,0.0
128.0,0.0005000000237487257,3482,11.066198348999023,11.066198348999023,0.0,165.1467742919922,165.1467742919922,0.0,10.877603530883789,193.5782470703125,10.877603530883789,193.5782470703125,0.0,0.0
129.0,0.0005000000237487257,3509,,,,163.4153289794922,163.4153289794922,0.0,10.8118257522583,190.93031311035156,10.8118257522583,190.93031311035156,0.0,0.0
130.0,0.0005000000237487257,3536,11.02674674987793,11.02674674987793,0.0,162.71864318847656,162.71864318847656,0.0,10.808029174804688,190.86703491210938,10.808029174804688,190.86703491210938,0.0,0.0
131.0,0.0005000000237487257,3563,,,,162.97900390625,162.97900390625,0.0,10.756396293640137,188.49940490722656,10.756396293640137,188.49940490722656,0.0,0.0
132.0,0.0005000000237487257,3590,11.00523567199707,11.00523567199707,0.0,161.05642700195312,161.05642700195312,0.0,10.79517936706543,189.96994018554688,10.79517936706543,189.96994018554688,0.0,0.0
133.0,0.0005000000237487257,3617,,,,161.0817108154297,161.0817108154297,0.0,10.786210060119629,189.9027099609375,10.786210060119629,189.9027099609375,0.0,0.0
134.0,0.0005000000237487257,3644,10.913010597229004,10.913010597229004,0.0,160.57089233398438,160.57089233398438,0.0,10.707239151000977,187.07400512695312,10.707239151000977,187.07400512695312,0.0,0.0
135.0,0.0005000000237487257,3671,,,,158.9542236328125,158.9542236328125,0.0,10.681404113769531,185.34495544433594,10.681404113769531,185.34495544433594,0.0,0.0
136.0,0.0005000000237487257,3698,10.840860366821289,10.840860366821289,0.0,158.00302124023438,158.00302124023438,0.0,10.655584335327148,185.41900634765625,10.655584335327148,185.41900634765625,0.0,0.0
137.0,0.0005000000237487257,3725,,,,158.17169189453125,158.17169189453125,0.0,10.625894546508789,184.26443481445312,10.625894546508789,184.26443481445312,0.0,0.0
138.0,0.0005000000237487257,3752,10.954150199890137,10.954150199890137,0.0,157.73355102539062,157.73355102539062,0.0,10.749735832214355,188.57054138183594,10.749735832214355,188.57054138183594,0.0,0.0
139.0,0.0005000000237487257,3779,,,,157.8968505859375,157.8968505859375,0.0,10.631771087646484,184.31210327148438,10.631771087646484,184.31210327148438,0.0,0.0
140.0,0.0005000000237487257,3806,10.721661567687988,10.721661567687988,0.0,155.2705841064453,155.2705841064453,0.0,10.52692985534668,180.77952575683594,10.52692985534668,180.77952575683594,0.0,0.0
141.0,0.0005000000237487257,3833,,,,156.2468719482422,156.2468719482422,0.0,10.649421691894531,184.91896057128906,10.649421691894531,184.91896057128906,0.0,0.0
142.0,0.0005000000237487257,3860,10.75321102142334,10.75321102142334,0.0,155.44033813476562,155.44033813476562,0.0,10.567497253417969,182.67303466796875,10.567497253417969,182.67303466796875,0.0,0.0
143.0,0.0005000000237487257,3887,,,,153.17532348632812,153.17532348632812,0.0,10.471639633178711,179.13818359375,10.471639633178711,179.13818359375,0.0,0.0
144.0,0.0005000000237487257,3914,10.714054107666016,10.714054107666016,0.0,154.06275939941406,154.06275939941406,0.0,10.526542663574219,180.72164916992188,10.526542663574219,180.72164916992188,0.0,0.0
145.0,0.0005000000237487257,3941,,,,152.83981323242188,152.83981323242188,0.0,10.52962589263916,180.71170043945312,10.52962589263916,180.71170043945312,0.0,0.0
146.0,0.0005000000237487257,3968,10.680219650268555,10.680219650268555,0.0,152.26480102539062,152.26480102539062,0.0,10.508503913879395,180.00181579589844,10.508503913879395,180.00181579589844,0.0,0.0
147.0,0.0005000000237487257,3995,,,,151.0028076171875,151.0028076171875,0.0,10.474305152893066,178.79946899414062,10.474305152893066,178.79946899414062,0.0,0.0
148.0,0.0005000000237487257,4022,10.775495529174805,10.775495529174805,0.0,150.50717163085938,150.50717163085938,0.0,10.616453170776367,183.12269592285156,10.616453170776367,183.12269592285156,0.0,0.0
149.0,0.0005000000237487257,4049,,,,152.51515197753906,152.51515197753906,0.0,10.426322937011719,177.44168090820312,10.426322937011719,177.44168090820312,0.0,0.0
150.0,0.0005000000237487257,4076,10.601911544799805,10.601911544799805,0.0,150.50686645507812,150.50686645507812,0.0,10.444177627563477,178.16653442382812,10.444177627563477,178.16653442382812,0.0,0.0
151.0,0.0005000000237487257,4103,,,,150.03082275390625,150.03082275390625,0.0,10.420368194580078,177.46890258789062,10.420368194580078,177.46890258789062,0.0,0.0
152.0,0.0005000000237487257,4130,10.616374015808105,10.616374015808105,0.0,150.39663696289062,150.39663696289062,0.0,10.460198402404785,178.79483032226562,10.460198402404785,178.79483032226562,0.0,0.0
153.0,0.0005000000237487257,4157,,,,148.3683319091797,148.3683319091797,0.0,10.426810264587402,177.7970428466797,10.426810264587402,177.7970428466797,0.0,0.0
154.0,0.0005000000237487257,4184,10.561843872070312,10.561843872070312,0.0,147.19029235839844,147.19029235839844,0.0,10.391592025756836,176.45547485351562,10.391592025756836,176.45547485351562,0.0,0.0
155.0,0.0005000000237487257,4211,,,,149.52207946777344,149.52207946777344,0.0,10.4847993850708,178.92367553710938,10.4847993850708,178.92367553710938,0.0,0.0
