# r_nm g_interchain_backbone_backbone_r raw_counts
# # N_CHAINS = 10
# # N_UNITS_PER_CHAIN = 8
# # BEADS_PER_UNIT = 3
# # BACKBONE_OFFSET = 0
# # R_MAX_NM = 5.0
# # BIN_WIDTH_NM = 0.15
# # USE_PBC = True
# # n_frames = 49901
# # avg_volume_A3 = 510713.5625
0.07500000 0.00000000 0.00000000
0.22500000 0.00007182 2.00000000
0.37500000 62.69590361 4738921.00000000
0.52500000 18.70778470 2753663.00000000
0.67500000 25.57231062 6205639.00000000
0.82500000 19.33171380 6998395.00000000
0.97500000 13.06793214 6602331.00000000
1.12500000 14.29416657 9610196.00000000
1.27500000 9.01510978 7782470.00000000
1.42500000 8.92233432 9619101.00000000
1.57500000 6.84078238 9007836.00000000
1.72500000 5.48941557 8669685.00000000
1.87500000 5.30336334 9894889.00000000
2.02500000 3.70623893 8065057.00000000
2.17500000 3.53014746 8861534.00000000
2.32500000 2.65064206 7602791.00000000
2.47500000 2.10441262 6839741.00000000
2.62500000 1.88692427 6898532.00000000
2.77500000 1.21322355 4956761.00000000
2.92500000 1.13593932 5156173.00000000
3.07500000 0.73162898 3670225.00000000
3.22500000 0.54148052 2987762.00000000
3.37500000 0.42124385 2545529.00000000
3.52500000 0.24067463 1586498.00000000
3.67500000 0.14286897 1023619.00000000
3.82500000 0.08643530 670865.00000000
3.97500000 0.05243598 439522.00000000
4.12500000 0.02854251 257640.00000000
4.27500000 0.01436749 139291.00000000
4.42500000 0.00692861 71968.00000000
4.57500000 0.00315874 35072.00000000
4.72500000 0.00127205 15065.00000000
4.87500000 0.00044983 5671.00000000
5.02500000 0.00013565 1817.00000000
